1	7335
2	7335
3	7335
4	7335
5	7335
6	7335
7	7335
8	7335
9	7335
10	7335
11	7335
12	7335
13	7335
14	7335
15	7335
16	2944
17	7335
18	7335
19	7335
20	7335
21	7335
22	2944
23	7335
24	7335
25	7335
26	7335
27	7335
28	7335
29	7335
30	7335
31	7335
32	7335
33	2944
34	7335
35	7335
36	7335
37	7335
38	7335
39	7335
40	7335
41	7335
42	7335
43	7335
44	7335
45	7335
46	7335
47	7335
48	7335
49	7335
50	7335
51	7335
52	7335
53	7335
54	7335
55	7335
56	7335
57	7335
58	7335
59	5900
60	7335
61	7335
62	7335
63	7335
64	2944
65	7335
66	7335
67	7335
68	7335
69	7335
70	7335
71	7335
72	7335
73	7335
74	7335
75	7335
76	7335
77	7335
78	7335
79	7335
80	7335
81	7335
82	7335
83	7335
84	7335
85	7335
86	7335
87	7335
88	7335
89	7335
90	7335
91	7335
92	7335
93	7335
94	7335
95	7335
96	7335
97	7335
98	7335
99	7335
100	7335
101	7335
102	7335
103	7335
104	7335
105	7335
106	7335
107	7335
108	7335
109	7335
110	7335
111	7335
112	7335
113	7335
114	7335
115	7335
116	7335
117	7335
118	7335
119	7335
120	7335
121	7335
122	7335
123	7335
124	7335
125	7335
126	7335
127	7335
128	7335
129	7335
130	2944
131	7335
132	7335
133	7335
134	7335
135	7335
136	2944
137	7335
138	7335
139	7335
140	7335
141	7335
142	7335
143	7335
144	7335
145	7335
146	7335
147	7335
148	7335
149	7335
150	7335
151	7335
152	7335
153	7335
154	7335
155	7335
156	2944
157	7335
158	7335
159	7335
160	2944
161	2944
162	7335
163	7335
164	7335
165	7335
166	2944
167	7335
168	7335
169	7335
170	2944
171	619
172	7335
173	7335
174	7335
175	2944
176	7335
177	7335
178	7335
179	7335
180	7335
181	7335
182	7335
183	7335
184	7335
185	7335
186	7335
187	2944
188	7335
189	7335
190	7335
191	7335
192	7335
193	7335
194	7335
195	7335
196	7335
197	7335
198	7335
199	2944
200	7335
201	7335
202	7335
203	7335
204	7335
205	7335
206	2944
207	2944
208	7335
209	7335
210	7335
211	7335
212	7335
213	7335
214	7335
215	7335
216	7335
217	7335
218	7335
219	7335
220	3681
221	7335
222	7335
223	2944
224	7335
225	7335
226	7335
227	7335
228	2944
229	7335
230	7335
231	7335
232	7335
233	7335
234	7335
235	7335
236	7335
237	7335
238	7335
239	7335
240	2944
241	7335
242	7335
243	7335
244	7335
245	7335
246	7335
247	7335
248	7335
249	7335
250	7335
251	7335
252	7335
253	7335
254	7335
255	7335
256	7335
257	7335
258	7335
259	7335
260	7335
261	7335
262	7335
263	7335
264	7335
265	7335
266	7335
267	7335
268	7335
269	7335
270	2944
271	7335
272	7335
273	7335
274	7335
275	7335
276	2944
277	7335
278	7335
279	7335
280	7335
281	7335
282	7335
283	7335
284	7335
285	7335
286	7335
287	7335
288	7335
289	2944
290	7335
291	7335
292	7335
293	7335
294	7335
295	7335
296	7335
297	7335
298	7335
299	7335
300	7335
301	2944
302	7335
303	7335
304	7335
305	7335
306	7335
307	7335
308	7335
309	7335
310	7335
311	7335
312	7335
313	7335
314	7335
315	7335
316	7335
317	2944
318	7335
319	7335
320	2944
321	7335
322	7335
323	7335
324	7335
325	7335
326	7335
327	7335
328	7335
329	7335
330	7335
331	2944
332	7335
333	7335
334	7335
335	2944
336	7335
337	7335
338	7335
339	7335
340	7335
341	7335
342	7335
343	7335
344	7335
345	7335
346	7335
347	7335
348	7335
349	7335
350	7335
351	7335
352	7335
353	7335
354	7335
355	7335
356	7335
357	7335
358	7335
359	7335
360	7335
361	7335
362	7335
363	7335
364	7335
365	7335
366	7335
367	7335
368	7335
369	7335
370	2944
371	7335
372	7335
373	7335
374	7335
375	7335
376	7335
377	7335
378	7335
379	7335
380	7335
381	7335
382	7335
383	7335
384	7335
385	4426
386	7335
387	7335
388	7335
389	7335
390	7335
391	7335
392	7335
393	7335
394	7335
395	7335
396	7335
397	7335
398	7335
399	7335
400	7335
401	7335
402	7369
403	7335
404	7335
405	2944
406	7335
407	2944
408	7335
409	7335
410	7335
411	7335
412	7335
413	7335
414	7335
415	7335
416	7335
417	7335
418	7335
419	7335
420	7335
421	7335
422	7335
423	7335
424	7335
425	7335
426	7335
427	7335
428	7335
429	7335
430	7335
431	7335
432	2944
433	7335
434	7335
435	7369
436	7335
437	7335
438	7335
439	7335
440	7335
441	7335
442	7335
443	7335
444	7335
445	7335
446	7335
447	7335
448	7335
449	7335
450	7335
451	7335
452	7335
453	7335
454	7335
455	7335
456	7335
457	7335
458	7335
459	7335
460	7335
461	7335
462	7335
463	7335
464	7335
465	7335
466	7335
467	7335
468	7335
469	7335
470	7335
471	7335
472	7335
473	7335
474	7335
475	7335
476	2944
477	7335
478	7335
479	7335
480	7335
481	7335
482	7335
483	7335
484	7335
485	7335
486	7335
487	5668
488	7335
489	7335
490	7335
491	7335
492	7335
493	7335
494	7335
495	7335
496	7335
497	7335
498	7335
499	7335
500	7335
501	7335
502	7335
503	7335
504	7335
505	7335
506	7335
507	7335
508	7335
509	7335
510	7335
511	7335
512	7335
513	7335
514	7335
515	7335
516	7335
517	7335
518	7335
519	7335
520	7335
521	7335
522	2944
523	7335
524	7335
525	7335
526	7335
527	7335
528	7335
529	7335
530	7335
531	7335
532	7335
533	7335
534	7335
535	7335
536	7335
537	7335
538	7335
539	7335
540	7335
541	7335
542	7335
543	7335
544	7335
545	7335
546	2944
547	7335
548	7335
549	7335
550	7335
551	7335
552	7335
553	7335
554	7335
555	7335
556	7335
557	7335
558	2944
559	7335
560	7335
561	2944
562	7335
563	7335
564	7335
565	7335
566	7335
567	7369
568	7335
569	7335
570	7335
571	7335
572	7335
573	7335
574	7335
575	7335
576	7335
577	7335
578	7335
579	7335
580	7335
581	7335
582	7335
583	2944
584	7335
585	7335
586	7335
587	7335
588	7335
589	7335
590	7335
591	7335
592	7335
593	7369
594	7335
595	7335
596	7335
597	7335
598	7335
599	7335
600	7335
601	7335
602	7335
603	7335
604	7335
605	7335
606	7335
607	7335
608	7335
609	7335
610	7335
611	7335
612	7335
613	7335
614	7335
615	7335
616	7335
617	7335
618	7335
619	2944
620	7335
621	7335
622	7335
623	7335
624	7335
625	7335
626	7335
627	7335
628	7335
629	7335
630	7335
631	7335
632	7335
633	2925
634	2944
635	7335
636	7335
637	2944
638	7335
639	7335
640	7335
641	7335
642	7335
643	7335
644	2944
645	7335
646	7335
647	7335
648	7335
649	7335
650	7335
651	7335
652	7335
653	7335
654	7335
655	7335
656	7335
657	7335
658	7335
659	7335
660	7335
661	7335
662	7335
663	7335
664	7335
665	7335
666	7335
667	7335
668	7335
669	7335
670	7335
671	7335
672	7335
673	7335
674	7335
675	7335
676	7335
677	7335
678	7335
679	7335
680	7335
681	2944
682	2944
683	7369
684	7335
685	7335
686	7335
687	7335
688	7335
689	7335
690	7335
691	7335
692	7335
693	7335
694	7335
695	7335
696	7335
697	7335
698	7335
699	7335
700	7335
701	7335
702	7335
703	7335
704	7335
705	7335
706	2944
707	7335
708	7335
709	7335
710	7335
711	7335
712	7335
713	7335
714	7335
715	7335
716	7335
717	7335
718	7335
719	7335
720	7335
721	2944
722	7335
723	7335
724	7335
725	7335
726	7335
727	7335
728	7335
729	7335
730	7335
731	7335
732	7335
733	7335
734	7335
735	7335
736	7335
737	7335
738	7335
739	7335
740	7335
741	7335
742	7335
743	7335
744	7335
745	7335
746	7335
747	2944
748	7335
749	2944
750	7335
751	7335
752	7335
753	7335
754	7335
755	7335
756	2944
757	7335
758	7335
759	7335
760	7335
761	7335
762	7335
763	7335
764	7335
765	7335
766	7335
767	7335
768	7335
769	7335
770	7335
771	7335
772	7335
773	7335
774	7335
775	7335
776	7335
777	7335
778	7335
779	7335
780	7335
781	7335
782	7335
783	7335
784	7335
785	7335
786	7335
787	7335
788	7335
789	7335
790	7335
791	7335
792	7335
793	7335
794	7335
795	7335
796	7335
797	7335
798	7335
799	7335
800	7335
801	7335
802	7335
803	7335
804	7335
805	7335
806	7335
807	7335
808	7335
809	7335
810	2944
811	7335
812	7335
813	7335
814	7335
815	7335
816	2944
817	7335
818	7335
819	7335
820	7335
821	7335
822	7335
823	7335
824	7335
825	7335
826	2944
827	7335
828	7335
829	7335
830	7335
831	7335
832	7335
833	7335
834	7335
835	7335
836	7335
837	7335
838	7335
839	7335
840	2944
841	7335
842	2944
843	7335
844	7335
845	7335
846	7335
847	7335
848	7335
849	7335
850	7335
851	7335
852	7335
853	7335
854	7335
855	7335
856	7335
857	7335
858	7335
859	7335
860	7335
861	7335
862	7335
863	2944
864	7335
865	7335
866	2944
867	7335
868	7335
869	7335
870	7335
871	7335
872	7335
873	7335
874	7335
875	7335
876	7335
877	7335
878	7335
879	7335
880	7335
881	7335
882	2944
883	7335
884	7335
885	7335
886	7335
887	7335
888	7335
889	7335
890	7335
891	2944
892	7335
893	7335
894	7335
895	7335
896	7335
897	7335
898	7335
899	7335
900	7335
901	7335
902	7335
903	2944
904	7335
905	7335
906	7335
907	7335
908	7335
909	7335
910	7335
911	2944
912	7335
913	7335
914	7335
915	7335
916	7335
917	7335
918	7335
919	7335
920	7335
921	7335
922	7335
923	7335
924	7335
925	7335
926	7335
927	7335
928	7335
929	7335
930	7335
931	7335
932	7335
933	2944
934	7335
935	7335
936	7335
937	7335
